OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
34135,6751.086573,1992755.287,Pader,Aruu,Pajule,Ogago,Wanglela,Northern,,
34136,6883.801178,2664668.102,Pader,Aruu,Pajule,Ogago,Wangogali,Northern,,
34137,8217.407817,2835008.842,Pader,Aruu,Pajule,Ogago,Wangyago,Northern,,
34138,5019.607488,1246072.775,Pader,Aruu,Pajule,Oryang,Biwang,Northern,,
34139,8477.444771,2622081.322,Pader,Aruu,Pajule,Oryang,Bungalela East,Northern,,
34140,6748.696101,1524056.959,Pader,Aruu,Pajule,Oryang,Bungalela West,Northern,,
34141,8327.839653,3711863.936,Pader,Aruu,Pajule,Oryang,Lamir Ogwet,Northern,,
34142,12465.35635,7310271.327,Pader,Aruu,Pajule,Oryang,Lupara,Northern,,
34143,6840.277944,1669395.719,Pader,Aruu,Pajule,Oryang,Ociga East,Northern,,
34144,8806.591876,4452758.485,Pader,Aruu,Pajule,Oryang,Ociga West,Northern,,
34145,3605.219836,722323.8993,Pader,Aruu,Pajule,Oryang,Oryang Central,Northern,,
34146,9854.226348,4381082.981,Pader,Aruu,Pajule,Oryang,Oryang East,Northern,,
34147,2360.896908,278837.8678,Pader,Aruu,Pajule,Oryang,Oryang West,Northern,,
34148,11176.74406,5322950.324,Pader,Aruu,Pajule,Oryang,Palenga Aywee,Northern,,
34149,8984.975093,4264300.736,Pader,Aruu,Pajule,Oryang,Pong-dwong East,Northern,,
34150,6020.719294,1399239.534,Pader,Aruu,Pajule,Oryang,Pong-dwong West,Northern,,
34151,6403.281818,2209521.231,Pader,Aruu,Pajule,Otok,Akwara East,Northern,,
34152,8671.9147,4255618.442,Pader,Aruu,Pajule,Otok,Alipan East,Northern,,
34153,10875.36327,5300119.325,Pader,Aruu,Pajule,Otok,Alipan West,Northern,,
34154,12207.64689,6836294.432,Pader,Aruu,Pajule,Otok,Atipi,Northern,,
34155,5125.463134,974978.3922,Pader,Aruu,Pajule,Otok,Binen,Northern,,
34156,6989.456601,2608071.155,Pader,Aruu,Pajule,Otok,Dem Central,Northern,,
34157,11457.5362,5669095.109,Pader,Aruu,Pajule,Otok,Dem East,Northern,,
34158,6760.86059,2713158.008,Pader,Aruu,Pajule,Otok,Dem West,Northern,,
34159,7595.273817,2086791.453,Pader,Aruu,Pajule,Otok,Kajule Owiny,Northern,,
34160,8500.557963,3614151.791,Pader,Aruu,Pajule,Otok,Langole,Northern,,
34161,9350.499669,4881092.77,Pader,Aruu,Pajule,Otok,Lato,Northern,,
34162,17049.03456,9829102.155,Pader,Aruu,Pajule,Otok,Ogole-angalo,Northern,,
34163,6219.754888,2083220.864,Pader,Aruu,Pajule,Otok,Orao Twilo Central,Northern,,
34164,5259.754541,1388723.937,Pader,Aruu,Pajule,Otok,Orao Twilo East,Northern,,
34165,3480.864932,534164.36,Pader,Aruu,Pajule,Otok,Otok East,Northern,,
34166,3859.480441,598356.5766,Pader,Aruu,Pajule,Otok,Otok West,Northern,,
34167,8869.333313,4864243.916,Pader,Aruu,Pajule,Paiula,Bunga,Northern,,
34168,7923.433642,2585009.814,Pader,Aruu,Pajule,Paiula,Lacur,Northern,,
34169,10778.10262,5369520.716,Pader,Aruu,Pajule,Paiula,Lakokolil,Northern,,
34170,16307.02654,9807885.287,Pader,Aruu,Pajule,Paiula,Lamogi Alim,Northern,,
34171,14054.35147,5586680.067,Pader,Aruu,Pajule,Paiula,Lamogi Lapeny,Northern,,
34172,13722.79003,9153418.116,Pader,Aruu,Pajule,Paiula,Lamogi Ominy,Northern,,
34173,9430.247088,4662977.051,Pader,Aruu,Pajule,Paiula,Lamogi Wilyec,Northern,,
34174,6202.310201,2224786.486,Pader,Aruu,Pajule,Paiula,Lwala A,Northern,,
34175,10064.5877,4423857.64,Pader,Aruu,Pajule,Paiula,Lwala B,Northern,,
34176,6207.864432,1662344.917,Pader,Aruu,Pajule,Paiula,Lwala C,Northern,,
34177,12153.17535,6932395.016,Pader,Aruu,Pajule,Paiula,Mekor,Northern,,
34178,9125.017256,4542919.234,Pader,Aruu,Pajule,Paiula,Omony-jobi,Northern,,
34179,8976.213687,4489032.878,Pader,Aruu,Pajule,Paiula,Tokodo,Northern,,
34180,8970.126142,4674460.043,Pader,Aruu,Pajule,Palenga,Abiliwinyo East,Northern,,
34181,3841.563447,834774.2249,Pader,Aruu,Pajule,Palenga,Abiliwinyo West,Northern,,
34182,17599.33626,9370587.998,Pader,Aruu,Pajule,Palenga,Amoko Logwai East,Northern,,
34183,7172.141382,2475215.448,Pader,Aruu,Pajule,Palenga,Kilunga,Northern,,
34184,8446.545707,3630262.771,Pader,Aruu,Pajule,Palenga,Kompetene,Northern,,
34185,12263.01683,6013719.571,Pader,Aruu,Pajule,Palenga,Ladyang Atar,Northern,,
34186,5211.50689,1276483.003,Pader,Aruu,Pajule,Palenga,Lamil Lwala,Northern,,
34187,3118.854435,395691.6314,Pader,Aruu,Pajule,Palenga,Lamil North,Northern,,
34188,10842.77226,6715811.802,Pader,Aruu,Pajule,Palenga,Orute East,Northern,,
34189,10289.44028,3557996.706,Pader,Aruu,Pajule,Palenga,Orute West,Northern,,
34190,11287.07622,7245750.25,Pader,Aruu,Pajule,Palenga,Tumato East,Northern,,
34191,9237.342576,4138631.378,Pader,Aruu,Pajule,Palenga,Tumato West,Northern,,
34192,11734.86326,7980993.567,Pader,Aruu,Pajule,Palenga,Wanduku Central,Northern,,
34193,5963.096307,2091323.996,Pader,Aruu,Pajule,Palenga,Wanduku West,Northern,,
34194,4105.064522,505361.9263,Pader,Aruu,Pajule,Palwo,Aywee Central,Northern,,
34195,6569.574078,2095364.629,Pader,Aruu,Pajule,Palwo,Aywee East,Northern,,
34196,3322.484213,518952.8012,Pader,Aruu,Pajule,Palwo,Aywee West,Northern,,
34197,1072.864845,59753.06779,Pader,Aruu,Pajule,Palwo,Central Ward,Northern,,
34198,5372.243449,1242817.529,Pader,Aruu,Pajule,Palwo,Kalkwaro,Northern,,
34199,7029.883917,1701629.415,Pader,Aruu,Pajule,Palwo,Kanakok East,Northern,,
34200,4961.519891,999954.6499,Pader,Aruu,Pajule,Palwo,Kanakok West,Northern,,
34201,3371.723166,702784.3503,Pader,Aruu,Pajule,Palwo,Komto,Northern,,
34202,11080.20118,3388370.752,Pader,Aruu,Pajule,Palwo,Lacektar East,Northern,,
34203,5385.494458,1616274.099,Pader,Aruu,Pajule,Palwo,Lacektar West,Northern,,
34204,7433.033469,3127670.129,Pader,Aruu,Pajule,Palwo,Langula,Northern,,
34205,6151.729715,1773014.742,Pader,Aruu,Pajule,Palwo,Lila,Northern,,
34206,1581.308007,151185.9624,Pader,Aruu,Pajule,Palwo,Lopede East,Northern,,
34207,2678.21933,411506.041,Pader,Aruu,Pajule,Palwo,Lopede West,Northern,,
34208,6279.862133,1662176.797,Pader,Aruu,Pajule,Palwo,Ogan Ayila East,Northern,,
34209,5757.929299,1590109.87,Pader,Aruu,Pajule,Palwo,Ogan Ayila West,Northern,,
34210,6063.319948,2221463.369,Pader,Aruu,Pajule,Palwo,Ojile Central,Northern,,
34211,6926.139583,2359763.204,Pader,Aruu,Pajule,Palwo,Ojile East,Northern,,
34212,5583.037921,1541491.546,Pader,Aruu,Pajule,Palwo,Ojile West,Northern,,
34213,8259.457124,2118934.987,Pader,Aruu,Pajule,Palwo,Wang Kweyo,Northern,,
34214,12142.89685,5771884.009,Pader,Aruu,Puranga,Apwor,Asekene,Northern,,
34215,8259.472621,3688593.762,Pader,Aruu,Puranga,Apwor,Ayang,Northern,,
34216,17207.8001,9978516.777,Pader,Aruu,Puranga,Apwor,Barobia,Northern,,
34217,12905.76184,8012960.038,Pader,Aruu,Puranga,Apwor,Kuluowich,Northern,,
34245,18239.44064,9805296.333,Pader,Aruu,Puranga,Oret,Can Ber Kibedo Mot,Northern,,
34246,11114.19653,5455288.331,Pader,Aruu,Puranga,Oret,Loborum,Northern,,
34247,15377.91199,8600723.005,Pader,Aruu,Puranga,Oret,Odum,Northern,,
34248,13095.9867,6647311.582,Pader,Aruu,Puranga,Oret,Pur-ber,Northern,,
34249,5993.206247,1683123.681,Pader,Aruu,Puranga,Oret,Wii-omal,Northern,,
34250,11647.2885,7913597.558,Pader,Aruu,Puranga,Parwech,Acutomer,Northern,,
34251,10281.12049,6153149.083,Pader,Aruu,Puranga,Parwech,Adong-kena,Northern,,
34252,7762.817385,3040334.356,Pader,Aruu,Puranga,Parwech,Adong-kena West,Northern,,
34253,10741.13769,4393056.215,Pader,Aruu,Puranga,Parwech,Agri Kasa,Northern,,
34254,7142.996766,2262263.954,Pader,Aruu,Puranga,Parwech,Bunga Lung,Northern,,
34255,11631.66994,5095377.972,Pader,Aruu,Puranga,Parwech,Dog-ludel,Northern,,
34256,8173.205743,2580956.233,Pader,Aruu,Puranga,Parwech,Imaki Oyeka,Northern,,
34257,4876.075396,1353950.184,Pader,Aruu,Puranga,Parwech,Imaki Oyela B,Northern,,
34258,4857.389812,1437241.204,Pader,Aruu,Puranga,Parwech,Lakojo,Northern,,
35408,3718.164916,736005.917,Kotido,Jie,Kotido Tc,Kotido Rural,Looi,Northern,,
35409,6337.279571,2231997.522,Kotido,Jie,Rengen,Kotyang,Loonei,Northern,,
35410,7273.16145,2271153.372,Kotido,Jie,Panyangara,Loletio,Lopedot,Northern,,
35411,6139.484041,1817609.739,Kotido,Jie,Kotido Tc,Kotido Rural,Lopedur,Northern,,
35412,23061.59124,15377421.4,Kotido,Jie,Kotido,Rom Rom,Lopie,Northern,,
35413,5149.600095,1404090.313,Kotido,Jie,Panyangara,Loposa,Loputuk,Northern,,
35414,5751.106578,1864844.611,Kotido,Jie,Nakapelimoru,Potongor,Loriu,Northern,,
35415,5002.720006,1623984.854,Kotido,Jie,Kotido Tc,Kotido Rural,Losogot,Northern,,
35416,9493.044661,4157370.391,Kotido,Jie,Panyangara,Loposa,Lotome,Northern,,
35417,20213.46091,14463202.54,Kotido,Jie,Kotido,Losilang,Mamlope,Northern,,
35418,4592.66571,915753.9779,Kotido,Jie,Nakapelimoru,Watakau,Masula  Ii,Northern,,
35419,6948.111688,2157432.359,Kotido,Jie,Nakapelimoru,Watakau,Masula I,Northern,,
35420,19609.14148,13436769.47,Kotido,Jie,Kotido,Rom Rom,Meriwala,Northern,,
35421,1665.097623,154224.331,Kotido,Jie,Kotido Tc,Kotido Central,Ministry Of Works,Northern,,
35798,7946.008594,2381186.901,Nakapiripirit,Chekwii,Loregae,Nakaale,Alamacar,Northern,,
35799,9449.622017,3753931.474,Nakapiripirit,Chekwii,Loregae,Nakaale,Namoripus,Northern,,
35800,5290.5631,1669722.891,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Namidicao,Northern,,
35801,10076.54245,2816287.006,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Nakobekobe,Northern,,
35802,5752.568961,1433971.392,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Napongae South,Northern,,
35803,10914.55861,3409700.197,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Nakobekobe,Northern,,
35804,5223.024054,1357514.449,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Namidicao,Northern,,
35805,10787.28964,5072861.769,Nakapiripirit,Pian,Nabilatuk,Nakobekobe,Natapararengan,Northern,,
35806,16981.17607,7950736.97,Nakapiripirit,Pian,Nabilatuk,Natopojo,Lonangat,Northern,,
35807,18207.43567,10509118.73,Nakapiripirit,Pian,Nabilatuk,Natopojo,Lokirimo,Northern,,
35808,5063.989157,1447125.333,Nakapiripirit,Pian,Nabilatuk,Natopojo,Loojor,Northern,,
35809,6157.645889,1332466.945,Nakapiripirit,Pian,Nabilatuk,Natopojo,Loojor,Northern,,
35810,2501.04523,356733.4016,Nakapiripirit,Pian,Nabilatuk,Natopojo,Lokirimo,Northern,,
36193,6732.394227,2137562.561,Alebtong,Moroto,Akura,Otweotoke,Adaganginya,Northern,,
36194,7248.90277,1764626.518,Alebtong,Moroto,Awei,Acede,Adagani A,Northern,,
36195,6065.23554,1642654.428,Alebtong,Moroto,Awei,Olyet,Adagani B,Northern,,
36196,3987.889936,742014.2903,Alebtong,Moroto,Awei,Acede,Adagani C,Northern,,
36197,8008.999106,2535876.959,Alebtong,Moroto,Abia,Abangaimany,Adaganii,Northern,,
36198,7395.406755,2438479.875,Alebtong,Moroto,Amugu,Omee,Adaganwata,Northern,,
36199,7996.977603,2314266.275,Alebtong,Moroto,Abako,Amononeno,Adaganyeko,Northern,,
36200,5368.331859,1276343.693,Alebtong,Moroto,Abako,Alangi,Adagatinga,Northern,,
36201,8811.464649,3247009.267,Alebtong,Moroto,Apala,Amonomito,Adagawaka,Northern,,
36202,5251.037395,1435674.921,Alebtong,Moroto,Awei,Olyet,Adagkene,Northern,,
36203,5202.127906,1609905.697,Alebtong,Moroto,Awei,Awori,Adagleb,Northern,,
36204,4645.092772,1069566.799,Alebtong,Moroto,Akura,Anyanga,Adagnyeko,Northern,,
36205,4566.984835,1236400.71,Alebtong,Moroto,Apala,Okwangole,Adagwoo,Northern,,
36206,8694.956874,3565522.158,Alebtong,Moroto,Omoro,Abukamola,Adekirwai,Northern,,
36249,5208.631902,1548496.667,Alebtong,Moroto,Abako,Anyit,Akongorwai,Northern,,
36250,6227.825115,1769068.553,Alebtong,Moroto,Omoro,Abukamola,Akonya Bedo,Northern,,
36251,6760.573752,1918893.916,Alebtong,Moroto,Apala,Obim,Akuki,Northern,,
36252,6843.249002,2406336.086,Alebtong,Moroto,Amugo,Abongatin,Akulaum,Northern,,
36253,8547.380205,3434167.837,Alebtong,Moroto,Amugo,Abunga,Akunyukunyu,Northern,,
36254,7255.143418,2357933.916,Alebtong,Moroto,Abia,Aberidwogo,Akurugweng,Northern,,
36255,5838.137106,1893686.311,Alebtong,Moroto,Abia,Tekulu,Akwete,Northern,,
36256,7800.303477,2423117.996,Alebtong,Moroto,Omoro,Angetta,Alabwangi,Northern,,
36257,7925.424606,1810340.213,Alebtong,Moroto,Amugo,Abunga,Alai,Northern,,
36258,6390.782023,1053925.207,Alebtong,Moroto,Awei,Acede,Alam A,Northern,,
36259,9813.6422,3962893.031,Alebtong,Moroto,Awei,Acede,Alam B,Northern,,
36260,10356.94008,3611010.581,Alebtong,Moroto,Apala,Okwangole,Alango,Northern,,
36261,4433.443061,750505.076,Alebtong,Moroto,Awei,Ojul,Alango- Bilo,Northern,,
36262,7842.939782,2880275.826,Alebtong,Moroto,Akura,Anyanga,Alap,Northern,,
36826,5824.415836,1185468.627,Amolatar,Kioga,Agikdak,Alobokwe,Adagani (alobokwe0,Northern,,
36827,6525.871869,1814418.178,Amolatar,Kioga,Etam,Awiodyek,Amomit,Northern,,
36828,4419.896252,1156800.539,Amolatar,Kioga,Muntu,Muntu,Barokuto,Northern,,
36829,10067.13441,537483.7144,Amolatar,Kioga,Namasale,Bangaladesh,Bangaladesh B,Northern,,
36830,10481.58886,870768.8129,Amolatar,Kioga,Namasale,Bangaladesh,Bangaladesh A,Northern,,
36831,6329.173232,2520738.468,Amolatar,Kioga,Namasale,Nabweyo,Ajuka Fr,Northern,,
36832,7047.106909,2291653.664,Amolatar,Kioga,Aputi,Adonyimo,Okadodero,Northern,,
36833,4397.397909,1115685.477,Amolatar,Kioga,Awelo,Atomoro,Abwocyiekec,Northern,,
36834,4016.690808,813977.451,Amolatar,Kioga,Etam,Anamido,Obangaber,Northern,,
36835,6719.347861,2195466.088,Amolatar,Kioga,Muntu,Abaler,Alum Yom Wangi,Northern,,
36836,10410.13297,3792468.586,Amolatar,Kioga,Etam,Etam,Okwor (etam),Northern,,
36837,6716.45415,2101212.766,Amolatar,Kioga,Etam,Awiodyek,Abwocol,Northern,,
36838,6509.435932,1405947.077,Amolatar,Kioga,Agwingiri,Alyecmeda,Obago,Northern,,
37649,5463.822978,1674286.07,Apac,Kwania,Nambeiso,Abuli,Amwono B,Northern,,
37650,14995.68039,11022295.05,Apac,Kwania,Nambeiso,Ogwil,Ogwil,Northern,,
37651,15121.96004,6028382.629,Apac,Kwania,Nambeiso,Ogwil,Ocamcabo,Northern,,
37652,9593.960825,3090277.322,Apac,Kwania,Nambeiso,Ogwil,Ojwiye,Northern,,
37653,5626.27827,1137909.689,Apac,Kwania,Nambeiso,Ogwil,Alac B,Northern,,
37654,6577.569044,1737457.655,Apac,Kwania,Nambeiso,Ogwil,Alac A,Northern,,
37655,16460.9406,12522429.15,Apac,Kwania,Nambeiso,Ogwil,Agweng,Northern,,
37656,9309.487764,4044594.949,Apac,Kwania,Nambeiso,Ogwil,Ogwila,Northern,,
37657,10952.69496,3222474.225,Apac,Kwania,Nambeiso,Bung,Bar Bung,Northern,,
37658,14059.91324,9492267.704,Apac,Kwania,Nambeiso,Bung,Aromi,Northern,,
37659,13502.56146,3927735.465,Apac,Kwania,Nambeiso,Bung,Angic,Northern,,
37660,9621.435746,4034233.709,Apac,Kwania,Nambeiso,Bung,Odwong,Northern,,
37661,7357.078905,2372709.966,Apac,Kwania,Nambeiso,Bung,Bung Akori,Northern,,
37662,7602.264678,1360831.356,Apac,Kwania,Nambeiso,Bung,Okuc,Northern,,
34218,11530.66157,7612777.878,Pader,Aruu,Puranga,Apwor,Lacekomyela,Northern,,
34219,8039.725945,3340993.726,Pader,Aruu,Puranga,Apwor,Lwala,Northern,,
34220,10672.2796,6610256.365,Pader,Aruu,Puranga,Apwor,Omuna,Northern,,
34221,13109.87429,6712177.854,Pader,Aruu,Puranga,Apwor,Onyede,Northern,,
34222,17113.70549,11048683.08,Pader,Aruu,Puranga,Aringa,Ajanyi,Northern,,
34223,11377.25679,6055007.193,Pader,Aruu,Puranga,Aringa,Entebbe,Northern,,
34224,17300.55429,11190395.53,Pader,Aruu,Puranga,Aringa,Lawiye Oromo,Northern,,
34225,11554.78139,6794447.679,Pader,Aruu,Puranga,Aringa,Lomina-woto,Northern,,
34226,11442.79089,5253720.371,Pader,Aruu,Puranga,Aringa,Lubat,Northern,,
34227,15782.68692,11395380.05,Pader,Aruu,Puranga,Aringa,Obio Moo,Northern,,
34228,8854.069222,3890271.449,Pader,Aruu,Puranga,Aringa,Okoco-kabila,Northern,,
34229,15551.27304,11447634.76,Pader,Aruu,Puranga,Aringa,Tee Tworo,Northern,,
34230,12507.81818,4643684.886,Pader,Aruu,Puranga,Aringa,Wigwenyi,Northern,,
34231,8641.306177,4392949.412,Pader,Aruu,Puranga,Aringa,Winyi-ki-otwor,Northern,,
34232,8320.044131,4251524.557,Pader,Aruu,Puranga,Lomina Jiko,Abalokodi,Northern,,
34233,9890.767964,4910224.634,Pader,Aruu,Puranga,Lomina Jiko,Apwor Kampala,Northern,,
34234,9236.840133,4692364.117,Pader,Aruu,Puranga,Lomina Jiko,Barongera,Northern,,
34235,10924.37349,4044641.933,Pader,Aruu,Puranga,Lomina Jiko,Omoko Kitume,Northern,,
34236,10140.45525,5531390.895,Pader,Aruu,Puranga,Lomina Jiko,Omoko Ongom,Northern,,
34237,15199.0542,11491882.35,Pader,Aruu,Puranga,Lomina Jiko,Ora-cing-yacinto,Northern,,
34238,12737.85383,8506364.827,Pader,Aruu,Puranga,Lomina Jiko,Orakul,Northern,,
34239,20223.25624,15302947.21,Pader,Aruu,Puranga,Lomino Cwida,Akwinyo,Northern,,
34240,16272.43072,7678696.114,Pader,Aruu,Puranga,Lomino Cwida,Alepo,Northern,,
34241,12035.99138,6957494.464,Pader,Aruu,Puranga,Lomino Cwida,Alepo,Northern,,
34242,8077.184061,3419947.029,Pader,Aruu,Puranga,Oret,Abaktwomere,Northern,,
34243,7168.892802,2707341.711,Pader,Aruu,Puranga,Oret,Aloyocak,Northern,,
34244,7147.602988,2027412.945,Pader,Aruu,Puranga,Oret,Ayam Chuni,Northern,,
34259,7943.669733,3376032.772,Pader,Aruu,Puranga,Parwech,Lwala,Northern,,
34260,6407.528262,2263588.655,Pader,Aruu,Puranga,Parwech,Puranga Tc A,Northern,,
34261,2991.460051,543323.1164,Pader,Aruu,Puranga,Parwech,Puranga Tc B,Northern,,
34262,7952.91598,1612755.442,Pader,Aruu,Puranga,Parwech,Te-okutu,Northern,,
34263,5233.062463,1545121.074,Pader,Aruu,Puranga,Parwech,Wiceri,Northern,,
34264,11952.61308,5316527.331,Gulu,Omoro,Bobi,Palwo,Idopo,Northern,,
34265,16349.36691,9220509.712,Kitgum,Chua,Omiya Anyima,Melong,Kalele,Northern,,
34266,12854.26118,5173778.601,Agago,Agago,Parabongo,Pakor,Aker,Northern,,
34267,48683.81008,61648022.28,Abim,Labwor,Nyakwae,Opopongo,Akwangaluk,Northern,,
34268,10564.76068,5626540.757,Abim,Labwor,Nyakwae,Rogom,Akumamer,Northern,,
34269,8248.086142,2789718.712,Abim,Labwor,Nyakwae,Opopongo,Cungapenyi,Northern,,
34270,10614.70951,3984868.979,Abim,Labwor,Nyakwae,Opopongo,Aryamatholim,Northern,,
34271,15392.88924,4290430.806,Abim,Labwor,Nyakwae,Opopongo,Kaethereng,Northern,,
34272,17067.21686,12287957.64,Abim,Labwor,Nyakwae,Opopongo,Aguleangolol,Northern,,
34273,12205.74837,6585580.552,Abim,Labwor,Nyakwae,Opopongo,Katala,Northern,,
34274,17639.98484,14262552.63,Abim,Labwor,Nyakwae,Opopongo,Thulumug,Northern,,
34275,44721.90395,37140595.75,Abim,Labwor,Nyakwae,Opopongo,Obar-yath,Northern,,
34276,19814.0817,10265261.65,Abim,Labwor,Nyakwae,Opopongo,Akongucwa,Northern,,
34277,18383.41855,8988368.6,Abim,Labwor,Nyakwae,Opopongo,Opedur,Northern,,
34278,16465.3392,14596187.5,Abim,Labwor,Nyakwae,Opopongo,Odokomit (opopongo),Northern,,
34279,23011.21583,17790513.19,Abim,Labwor,Nyakwae,Opopongo,Dicwinyi,Northern,,
34280,32999.894,34272847.69,Abim,Labwor,Morulem,Adea,Alir,Northern,,
34281,33207.90264,12095882,Abim,Labwor,Morulem,Aremo,Aremo East,Northern,,
34282,34218.91324,29186030.84,Abim,Labwor,Morulem,Katabok East,Katabok Tr,Northern,,
34283,16061.38028,6767333.83,Abim,Labwor,Morulem,Akwangagwel,Ajwachi New Line,Northern,,
34284,28307.46502,35328256.88,Abim,Labwor,Morulem,Katabok West,Rachkoko South,Northern,,
34285,12450.96023,4598055.214,Abim,Labwor,Morulem,Angolebwal,Umlonge West,Northern,,
34286,18265.93542,5605770.35,Abim,Labwor,Morulem,Angolebwal,Umlonge,Northern,,
34287,11892.37363,3166838.138,Abim,Labwor,Morulem,Angolebwal,Agweng West,Northern,,
34288,3221.321709,640763.0139,Abim,Labwor,Morulem,Angolebwal,Oringowelo (angolebwal),Northern,,
34289,34535.39199,24158137.8,Abim,Labwor,Morulem,Angolebwal,Umlonge East,Northern,,
34290,9794.323101,2273888.043,Abim,Labwor,Morulem,Angolebwal,Obangangeo (angolebwal),Northern,,
34291,6899.848299,1678102.6,Abim,Labwor,Morulem,Angolebwal,Agweng East,Northern,,
34292,8046.36204,1919442.27,Abim,Labwor,Morulem,Angolebwal,Opeidukanith,Northern,,
34293,5906.751517,1154826.497,Abim,Labwor,Morulem,Angolebwal,Aywee (angolebwal),Northern,,
34294,5631.842782,863097.8305,Abim,Labwor,Morulem,Angolebwal,Omoru West,Northern,,
34295,5630.873745,1846040.461,Abim,Labwor,Morulem,Angolebwal,Omoru East,Northern,,
34296,29266.95676,11635534.01,Abim,Labwor,Morulem,Aremo,Aremo New Line,Northern,,
34297,25461.82134,13047852.04,Abim,Labwor,Morulem,Aremo,Lobolwala,Northern,,
34298,4185.48385,625654.3165,Abim,Labwor,Morulem,Katabok West,Rachkoko South West,Northern,,
34299,4454.513996,1036533.523,Abim,Labwor,Morulem,Katabok West,Odolo,Northern,,
34300,4927.865421,483966.3873,Abim,Labwor,Morulem,Katabok West,Odolo,Northern,,
34301,3665.724783,593237.8556,Abim,Labwor,Morulem,Katabok West,Rachkoko North,Northern,,
34302,3417.617484,539614.1856,Abim,Labwor,Morulem,Katabok West,Rachkoko Central,Northern,,
34303,2738.029758,383896.9138,Abim,Labwor,Morulem,Katabok West,Rachkoko South East,Northern,,
34304,9157.138533,3240778.528,Abim,Labwor,Morulem,Akwangagwel,Akwangagwel South,Northern,,
34305,4885.196582,1455436.232,Abim,Labwor,Morulem,Akwangagwel,Akwangagwel Central,Northern,,
34306,6151.469083,1615855.165,Abim,Labwor,Morulem,Akwangagwel,Akwangagwel North,Northern,,
34307,2295.562749,286255.2929,Abim,Labwor,Morulem,Katabok East,Katabok West,Northern,,
34308,1619.825538,121292.7863,Abim,Labwor,Morulem,Katabok East,Lobo-oyea,Northern,,
34309,8730.748961,2687421.29,Abim,Labwor,Morulem,Katabok East,Gulonger,Northern,,
34310,16264.19052,9531304.391,Abim,Labwor,Morulem,Katabok East,Gulonger,Northern,,
34311,13917.18964,2034862.347,Abim,Labwor,Morulem,Katabok East,Arengepua North,Northern,,
34312,12750.17465,1549024.426,Abim,Labwor,Morulem,Katabok East,Arengepua South,Northern,,
34313,8182.926391,991428.2254,Abim,Labwor,Morulem,Katabok East,Katabok Central,Northern,,
34314,2844.40207,317302.5197,Abim,Labwor,Morulem,Katabok East,Katabok East,Northern,,
34315,7088.269567,1634416.201,Abim,Labwor,Morulem,Aremo,Cwailai,Northern,,
34316,13769.00643,3544487.553,Abim,Labwor,Morulem,Aremo,Agile,Northern,,
34317,12847.79198,4401779.895,Abim,Labwor,Morulem,Aremo,St. Joseph,Northern,,
34318,2365.133282,287148.8253,Abim,Labwor,Morulem,Aremo,Mission (aremo),Northern,,
34319,5428.662268,1476350.417,Abim,Labwor,Morulem,Aremo,Wipolo,Northern,,
34320,7246.213766,1054645.482,Abim,Labwor,Morulem,Aremo,Golgota,Northern,,
34321,7078.917308,691237.0805,Abim,Labwor,Morulem,Aremo,Aremo Central,Northern,,
34322,8430.313625,3030312.17,Abim,Labwor,Morulem,Adea,Adea Central,Northern,,
34323,14788.6955,14434279.35,Abim,Labwor,Morulem,Adea,Ayeye,Northern,,
34324,19371.66038,21912578.23,Abim,Labwor,Lotukei,Gotapwou,Gotapwou,Northern,,
34325,15149.24594,11334361.89,Abim,Labwor,Abim,Atunga,Otalabar West,Northern,,
34326,15859.42776,12784484.22,Abim,Labwor,Lotukei,Barlyech,Adiocie,Northern,,
34327,5167.68246,718879.4508,Abim,Labwor,Lotukei,Awach,Obokoloth East,Northern,,
34328,6982.004189,2557831.232,Abim,Labwor,Lotukei,Oporoth,Pamo (oporoth),Northern,,
34329,11048.54555,6465766.377,Abim,Labwor,Lotukei,Gangming,Wathakau,Northern,,
34330,4328.262581,1019327.967,Abim,Labwor,Lotukei,Achangali,Oringo Adinga,Northern,,
34331,15851.89352,9759414.742,Abim,Labwor,Lotukei,Orwamuge,Bar-tanga Central,Northern,,
34332,4235.235489,1158686.441,Abim,Labwor,Lotukei,Aridai,Lotukei West,Northern,,
34333,3823.855383,921832.2554,Abim,Labwor,Lotukei,Aridai,Aridai North,Northern,,
34334,4346.629415,799752.5954,Abim,Labwor,Lotukei,Aridai,Aridai South,Northern,,
34335,3514.491672,528494.2176,Abim,Labwor,Lotukei,Aridai,Lotukei Central,Northern,,
34336,3478.557424,691374.5832,Abim,Labwor,Lotukei,Aridai,Lotuke Tr,Northern,,
34337,8005.113164,3182576.363,Abim,Labwor,Lotukei,Aridai,Bar-alam,Northern,,
34338,11404.18796,5608182.939,Abim,Labwor,Lotukei,Aridai,Aojapiro,Northern,,
34339,11391.83591,5424607.378,Abim,Labwor,Lotukei,Aridai,Yarayara,Northern,,
34340,2374.763841,341110.4997,Abim,Labwor,Lotukei,Aridai,Lotukei East,Northern,,
