OBJECTID,Shape_Leng,Shape_Area,District,County,Sub County,Parish,Village,Region,Pop_2020,HHs_2020
52786,7455.858309,2824629.591,Kamwenge,Kibale,Busiriba,Bigodi,Nkingo,Western,,
52787,6346.083215,2310914.774,Kamwenge,Kibale,Kahunge,Kyakanyemera,Byabasambu,Western,,
52788,8633.356202,2968875.544,Kamwenge,Kibale,Biguli,Malere,Butanda,Western,,
52789,4993.602116,1052287.202,Kamwenge,Kitagwenda,Kicheche,Bwera,Bulyanika,Western,,
52790,5758.467631,1485395.27,Kamwenge,Kitagwenda,Nyabbani,Kamayenje,Rwakagyera,Western,,
52791,5981.497509,1547820.276,Kamwenge,Kibale,Kahunge,Rugonjo,Bunyonyi Ii,Western,,
52792,9054.350933,3757193.121,Kamwenge,Kitagwenda,Kanara,Kekubo,Kerere,Western,,
52793,4229.279437,1071724.357,Kamwenge,Kitagwenda,Kicheche,Kigoto,Kabira,Western,,
52794,6025.885455,2008172.645,Kamwenge,Kitagwenda,Ntara,Rugarama,Rugarama I,Western,,
52795,5698.56026,2074434.785,Kamwenge,Kitagwenda,Ntara,Rugarama,Bunjanjara,Western,,
52796,5775.64642,1462406.639,Kamwenge,Kibale,Busiriba,Kinoni,Bunoga B,Western,,
52797,5855.810598,1944798.849,Kamwenge,Kibale,Nkoma,Nkoma,Nyamucwa,Western,,
52798,5188.4937,1133980.343,Kamwenge,Kibale,Busiriba,Kinoni,Bunoga A,Western,,
52799,5356.523056,1485217.332,Kamwenge,Kitagwenda,Kicheche,Kigoto,Karemba,Western,,
52800,9531.925679,5024674.357,Kamwenge,Kibale,Bwizi,Bwizi,Kabarungi,Western,,
52801,9170.317789,4654738.252,Kamwenge,Kibale,Biguli,Kabuye,Mukukuru,Western,,
52802,10559.17371,3364671.211,Kamwenge,Kitagwenda,Ntara,Rugarama,Mutema,Western,,
52803,7405.605039,2724447.349,Kamwenge,Kibale,Bwizi,Bwizi,Rutabo I,Western,,
52804,12186.81052,6205918.749,Kamwenge,Kibale,Kamwenge,Kyabandara,Kitehurizi,Western,,
52805,6378.379707,1825927,Kamwenge,Kitagwenda,Kicheche,Kigoto,Kyakarangwe,Western,,
52806,5601.901582,1859845.951,Kamwenge,Kibale,Kamwenge,Ganyenda,Kinoni Ii,Western,,
52807,6243.836678,2087606.193,Kamwenge,Kitagwenda,Ntara,Nyakacwamba,Nyakacwamba Ii,Western,,
52808,8586.481147,4034435.226,Kamwenge,Kibale,Nkoma,Kidunduma,Mabaale Ii,Western,,
52809,10860.01128,3155495.836,Kamwenge,Kitagwenda,Kicheche,Kagazi,Kikurungo,Western,,
52810,4929.825475,1223032.044,Kamwenge,Kitagwenda,Kicheche,Kigoto,Nyabinombe,Western,,
52811,13786.26378,3136541.833,Kamwenge,Kitagwenda,Mahyoro,Bukurungo,Kabale I,Western,,
52812,9792.126534,4306507.204,Kamwenge,Kibale,Kamwenge,Businge,Nyacwamba Ii,Western,,
52813,4753.111467,1115583.177,Kamwenge,Kibale,Kamwenge Town Council,Kamwenge,Kamwenge,Western,,
52814,13868.43143,5895883.991,Kamwenge,Kibale,Bwizi,Bwizi,Kabaranga,Western,,
52815,6112.807687,1958491.779,Kamwenge,Kitagwenda,Ntara,Kicwamba,Nshonda,Western,,
52816,5917.058515,2294708.634,Kamwenge,Kibale,Busiriba,Bigodi,Mahango,Western,,
52817,17424.65663,10217090.15,Kamwenge,Kitagwenda,Mahyoro,Mahyoro,Nkurungo,Western,,
52818,5371.342386,1493213.955,Kamwenge,Kibale,Bwizi,Bwizi,Nkoni Central,Western,,
52819,10742.26464,3249337.928,Kamwenge,Kitagwenda,Buhanda,Kakasi,Kakasi,Western,,
52820,4521.052928,1183675.106,Kamwenge,Kibale,Kahunge,Nyakahama,Nyanza,Western,,
52821,10654.1992,4821624.122,Kamwenge,Kibale,Kahunge,Rwenkuba,Rubaba I,Western,,
52822,8386.637438,3363883.994,Kamwenge,Kibale,Kahunge,Rwenkuba,Rubaba Ii,Western,,
52823,8241.288539,3647846.191,Kamwenge,Kibale,Kabambiro,Iruhura,Kacwamahembe,Western,,
52824,7433.345301,2628746.39,Kamwenge,Kibale,Kamwenge,Kiziba,Butemba I,Western,,
52825,6788.746805,2590109.955,Kamwenge,Kibale,Bihanga,Kabingo,Buteraniro,Western,,
52826,7297.831861,3160891.304,Kamwenge,Kibale,Busiriba,Kyakarafa,Irubata I,Western,,
52827,6594.244086,2067179.67,Kamwenge,Kitagwenda,Kicheche,Kantozi,Ruhiga,Western,,
52828,5181.801724,1616936.459,Kamwenge,Kibale,Kabambiro,Iruhura,Rugarama I,Western,,
52829,5950.949627,2108729.317,Kamwenge,Kitagwenda,Kicheche,Kantozi,Nsunga,Western,,
52830,10965.39553,6333385.825,Kamwenge,Kibale,Nkoma,Kidunduma,Nsonosya,Western,,
52831,4969.972914,1385713.233,Kamwenge,Kibale,Busiriba,Bigodi,Kyabakwerere,Western,,
52832,7027.372024,1885493.961,Kamwenge,Kibale,Kahunge,Rwenkuba,Kyakagyeyo,Western,,
52833,5756.895529,1469771.216,Kamwenge,Kibale,Kahunge,Kyakanyemera,Busingye,Western,,
52834,9949.591193,4960965.018,Kamwenge,Kibale,Nkoma,Bisozi,Kantembwe Ii,Western,,
52835,15249.85346,11840457.32,Kamwenge,Kibale,Nkoma,Nkoma,Buguta,Western,,
52836,4157.369265,807077.8009,Kamwenge,Kitagwenda,Kicheche,Bwera,Mbuyabuye,Western,,
52837,7093.580769,1813321.567,Kamwenge,Kibale,Kahunge,Kyakanyemera,Rwengoro Iii,Western,,
52838,10054.72547,5078015.324,Kamwenge,Kibale,Kahunge,Rwenkuba,Rwenkuba Ii,Western,,
52839,4814.015316,989114.6382,Kamwenge,Kibale,Bwizi,Kyakaitaba,Kakoona,Western,,
52840,8205.285573,3067490.935,Kamwenge,Kibale,Bwizi,Kyakaitaba,Kyehemba,Western,,
52841,4900.925767,1247930.372,Kamwenge,Kitagwenda,Mahyoro,Bukurungo,Kabanda,Western,,
52842,6803.81244,2653104.635,Kamwenge,Kibale,Bwizi,Bwizi,Nyabushozi,Western,,
52843,9597.732349,4721109.226,Kamwenge,Kibale,Kamwenge Town Council,Masaka,Nyanchwamba,Western,,
52844,10010.55693,4038803.378,Kamwenge,Kitagwenda,Ntara,Rugarama,Rugarama Ii,Western,,
52845,7198.839683,2599676.741,Kamwenge,Kitagwenda,Nyabbani,Rwenjaza,Omubushenyi,Western,,
52846,7521.028922,1796895.357,Kamwenge,Kitagwenda,Ntara,Kabale,Kihorogo,Western,,
52847,12775.09586,6621072.18,Kamwenge,Kibale,Nkoma,Bisozi,Lyamugenyi,Western,,
52848,6148.032849,2152096.138,Kamwenge,Kibale,Biguli,Biguli,Kabaare,Western,,
52849,6731.285454,1907483.61,Kamwenge,Kitagwenda,Kanara,Rwenshama,Nyarusiza,Western,,
52850,5418.523564,1571623.207,Kamwenge,Kitagwenda,Kicheche,Ruhunga,Kibaale,Western,,
52851,12047.67559,5921044.174,Kamwenge,Kibale,Biguli,Kampala B,Bweranyangi,Western,,
52852,9467.858745,4104159.837,Kamwenge,Kitagwenda,Kicheche,Kabujogera Town Board,Kicheche,Western,,
52853,4594.410111,1292209.962,Kamwenge,Kibale,Kahunge,Nyakahama,Nyakahama I,Western,,
52854,6400.368755,1224005.552,Kamwenge,Kitagwenda,Buhanda,Kitooma,Kasisa Iii,Western,,
52855,3537.825264,556641.628,Kamwenge,Kitagwenda,Kicheche,Kagazi,Mukunyu,Western,,
52856,4893.644879,1523823.744,Kamwenge,Kibale,Busiriba,Kinoni,Nazareesi,Western,,
52857,5581.973304,1674210.775,Kamwenge,Kitagwenda,Buhanda,Kakasi,Kitoomi,Western,,
52858,7191.459106,2272831.973,Kamwenge,Kibale,Kahunge,Nyakahama,Kamwokya,Western,,
52859,6473.872897,2060042.044,Kamwenge,Kibale,Biguli,Kampala B,Kakindo,Western,,
52860,17912.22063,6685826.866,Kamwenge,Kitagwenda,Mahyoro,Nyakeera,Nyakera A,Western,,
52861,25380.35828,13098165.19,Kamwenge,Kitagwenda,Mahyoro,Nyakeera,Nyakera B,Western,,
52862,7327.225486,2107758.696,Kamwenge,Kitagwenda,Nyabbani,Rwenkubebe,Kyanyinihuri B,Western,,
52863,6863.935493,1785433.667,Kamwenge,Kitagwenda,Nyabbani,Rwenkubebe,Kyanyinihuri A,Western,,
52864,6347.582751,1556877.336,Kamwenge,Kitagwenda,Ntara,Kabale,Ishariro,Western,,
52865,9112.657209,3957896.417,Kamwenge,Kibale,Kamwenge,Kakinga,Kibogo,Western,,
52866,10228.62042,6395023.144,Kamwenge,Kibale,Kahunge,Rwenkuba,Kiziba,Western,,
52867,5748.935984,1130724.501,Kamwenge,Kitagwenda,Nyabbani,Kamayenje,Kyembogo Ii,Western,,
52868,10257.93496,4826353.136,Kamwenge,Kitagwenda,Ntara,Nyakacwamba,Karubuguma Ii,Western,,
52869,4722.977843,801536.9198,Kamwenge,Kitagwenda,Nyabbani,Nganiko,Nganiko I,Western,,
52870,8212.914489,3208774.545,Kamwenge,Kitagwenda,Mahyoro,Nyakeera,Karubuguma,Western,,
52871,9498.356185,3286559.683,Kamwenge,Kibale,Kamwenge,Kiziba,Omwibale,Western,,
52872,10007.57307,4385553.769,Kamwenge,Kibale,Busiriba,Busiriba,Busabura,Western,,
52873,8007.066197,3404140.325,Kamwenge,Kibale,Bwizi,Ntonwa,Kayembe,Western,,
52874,13337.9491,7475235.579,Kamwenge,Kibale,Nkoma,Nkoma,Rwencwera,Western,,
52875,5456.058927,1824765.627,Kamwenge,Kitagwenda,Ntara,Nyakacwamba,Karubuguma I,Western,,
52876,7038.288073,2239055.361,Kamwenge,Kitagwenda,Buhanda,Nyabihoko,Nyabihoko A,Western,,
52877,5258.38533,1043703.135,Kamwenge,Kitagwenda,Buhanda,Nyabihoko,Nyabihoko B,Western,,
52878,13983.96919,7321192.92,Kamwenge,Kibale,Bwizi,Bwizi,Rubona,Western,,
52879,7152.672271,2803562.403,Kamwenge,Kitagwenda,Buhanda,Bujumiro,Kanyamburara,Western,,
52880,11533.06102,4552127.66,Kamwenge,Kibale,Nkoma,Mabaale,Karokarungi,Western,,
52881,10930.12726,4601881.543,Kamwenge,Kibale,Kamwenge,Kakinga,Kabuga,Western,,
52882,6882.575413,2115608.739,Kamwenge,Kibale,Kamwenge Town Council,Kitonzi,Kakinga,Western,,
52883,4567.743886,1038208.867,Kamwenge,Kibale,Nkoma,Kidunduma,Namirembe,Western,,
52884,6569.057809,1168754.476,Kamwenge,Kitagwenda,Kicheche,Kigoto,Rwandagano,Western,,
52885,8891.811068,3183938.243,Kamwenge,Kitagwenda,Mahyoro,Kyendangara,Kyendangara,Western,,
52886,7291.740403,2477377.504,Kamwenge,Kibale,Kahunge,Nyakahama,Karambi,Western,,
52887,9234.327178,3034991.864,Kamwenge,Kibale,Kabambiro,Kebisingo,Kebisingo I,Western,,
52888,10008.56759,2830621.756,Kamwenge,Kitagwenda,Kanara,Rwenshama,Kamuganguzi,Western,,
52889,4881.939793,912521.7477,Kamwenge,Kibale,Kamwenge,Nkongoro,Mwetororo,Western,,
52890,9678.79812,3327360.999,Kamwenge,Kibale,Bwizi,Bwizi,Nyabwina,Western,,
52891,4427.866954,1029538.379,Kamwenge,Kibale,Busiriba,Busiriba,Isingote,Western,,
52892,6486.965411,1518858.387,Kamwenge,Kitagwenda,Buhanda,Bujumiro,Kyarubingo,Western,,
52893,6140.799833,1849562.358,Kamwenge,Kibale,Bwizi,Ntonwa,Rugorra,Western,,
52894,7395.11749,3021070.921,Kamwenge,Kibale,Kabambiro,Kebisingo,Kebisingo V,Western,,
52895,11335.92355,4352757.74,Kamwenge,Kibale,Nkoma,Nkoma,Ntuntu,Western,,
52896,10353.75021,4205047.807,Kamwenge,Kibale,Busiriba,Bujongobe,Kibale,Western,,
52897,3144.323689,602013.1148,Kamwenge,Kitagwenda,Kicheche,Kagazi,Kikondo,Western,,
52898,7561.056811,1957773.279,Kamwenge,Kibale,Kabambiro,Kabambiro,Kabambiro I,Western,,
52899,5593.224426,1279995.403,Kamwenge,Kitagwenda,Kicheche,Kantozi,Kajonjo,Western,,
52900,4475.140617,690263.8087,Kamwenge,Kitagwenda,Kicheche,Bwera,Kinyungu,Western,,
52901,4452.827153,693582.4508,Kamwenge,Kibale,Kahunge,Kyakanyemera,Rwempikye Iii,Western,,
52902,53776.73934,99218028.62,Kamwenge,Kibale,Kamwenge,Kiziba,Kibale National Park,Western,,
52903,6689.027904,1751204.567,Kamwenge,Kitagwenda,Kanara,Kigarama,Kabirizi Ii,Western,,
52904,4851.459125,863158.4832,Kamwenge,Kitagwenda,Kicheche,Kagazi,Kirimbi,Western,,
52905,5674.708502,1971372.165,Kamwenge,Kibale,Kamwenge Town Council,Kamwenge,Kankarara,Western,,
52906,5429.993796,1768668.418,Kamwenge,Kitagwenda,Ntara,Nyakacwamba,Mpanga,Western,,
52907,7971.495393,3158869.002,Kamwenge,Kitagwenda,Buhanda,Kakasi,Kyakabengo,Western,,
52908,5880.736493,1603694.168,Kamwenge,Kibale,Bihanga,Kabingo,Rwensikiza I,Western,,
52909,9565.287744,4150947.806,Kamwenge,Kibale,Busiriba,Kanimi,Bwakala,Western,,
52910,5839.846412,1801407.641,Kamwenge,Kitagwenda,Kicheche,Ruhunga,Mpembwe,Western,,
52911,8260.681484,3188504.539,Kamwenge,Kibale,Kamwenge,Ganyenda,Kinoni I,Western,,
52912,10281.19717,3383004.221,Kamwenge,Kibale,Kamwenge,Kiziba,Kiziba I,Western,,
52913,5962.242861,1374389.008,Kamwenge,Kibale,Kabambiro,Iruhura,Mukono,Western,,
52914,8935.310788,3106035.906,Kamwenge,Kibale,Kamwenge Town Council,Rwemirama,Kanyegaramire,Western,,
52915,5622.723536,1936647.621,Kamwenge,Kibale,Biguli,Malere,Lyakatama,Western,,
52916,7386.018201,1705176.4,Kamwenge,Kitagwenda,Kanara,Kigarama,Kabirizi I,Western,,
52917,7677.316595,2732369.13,Kamwenge,Kibale,Kabambiro,Iruhura,Rugarama Ii,Western,,
52918,56918.69692,91860855.45,Kamwenge,Kitagwenda,Kanara,Kanara,Queen Elizabeth National Park,Western,,
52919,6759.060141,2362051.074,Kamwenge,Kitagwenda,Kicheche,Kigoto,Kibumbi,Western,,
52920,9511.059189,3711615.639,Kamwenge,Kibale,Kamwenge,Kakinga,Nyakahama,Western,,
52921,11982.51271,4965373.233,Kamwenge,Kibale,Nkoma,Mabaale,Kyamuhamira,Western,,
52922,4730.011418,1298825.664,Kamwenge,Kibale,Bihanga,Kabingo,Bwirukiro,Western,,
52923,6405.058029,735167.6218,Kamwenge,Kitagwenda,Kanara,Kigarama,Kanara Ii,Western,,
52924,5580.995552,1654117.567,Kamwenge,Kibale,Kamwenge Town Council,Kaburaisoke,Nsorora,Western,,
52925,4055.373043,801231.5101,Kamwenge,Kibale,Kabambiro,Kebisingo,Mpanga,Western,,
52926,9751.873515,2636924.856,Kamwenge,Kibale,Kamwenge,Ganyenda,Ganyenda Ii,Western,,
52927,6967.215841,2631429.361,Kamwenge,Kitagwenda,Kicheche,Kantozi,Bunena,Western,,
52928,7333.313164,2332289.638,Kamwenge,Kibale,Kahunge,Kiyagara,Kahunge I,Western,,
52929,7764.826008,1889368.167,Kamwenge,Kibale,Busiriba,Kinoni,Karokarungi,Western,,
52930,3489.462334,482561.4103,Kamwenge,Kitagwenda,Nyabbani,Nganiko,Nganiko Ii,Western,,
52931,5491.208898,1649872.616,Kamwenge,Kibale,Bwizi,Kyakaitaba,Kyabatenga,Western,,
52932,10518.64063,5421248.091,Kamwenge,Kitagwenda,Ntara,Nyakacwamba,Rwengwe,Western,,
52933,11412.80528,2069999.961,Kamwenge,Kibale,Kahunge,Kiyagara,Rwebikwato I,Western,,
52934,7599.554055,3372842.684,Kamwenge,Kitagwenda,Nyabbani,Nyarurambi,Rutooma A,Western,,
52935,6313.355161,1655708.391,Kamwenge,Kitagwenda,Nyabbani,Nganiko,Kemihoko,Western,,
52936,7623.219742,2106114.067,Kamwenge,Kibale,Kamwenge,Businge,Masaka Ii,Western,,
52937,6784.220428,2475249.226,Kamwenge,Kitagwenda,Buhanda,Kitooma,Kasisa I,Western,,
52938,6818.905408,1284903.367,Kamwenge,Kitagwenda,Kicheche,Kantozi,Kinywamitwe,Western,,
52939,6784.096837,2287631.28,Kamwenge,Kibale,Busiriba,Kinoni,Kyakeitirima,Western,,
52940,6664.918336,1955071.416,Kamwenge,Kibale,Bwizi,Ntonwa,Nyamushwiga Ii,Western,,
52941,3403.819686,409883.7512,Kamwenge,Kitagwenda,Nyabbani,Nganiko,Zanzibar,Western,,
52942,6640.731128,2383431.993,Kamwenge,Kitagwenda,Kicheche,Kabujogera Town Board,Orwera,Western,,
52943,10253.63556,3527238.149,Kanungu,Kinkizi,Butogota Tc,Northern Ward,Kayonza Tea Estate,Western,,
52944,104954.9168,156082736.3,Kanungu,Kinkizi,Mpungu,Mpungu,Kanyanshogi,Western,,
52945,4506.89067,1192920.947,Kanungu,Kinkizi,Kambuga,Bugongi,Murehe A,Western,,
52946,5457.569965,1447132.445,Kanungu,Kinkizi,Kambuga Tc,Northern Ward,Ngarama Cell,Western,,
52947,8071.414988,3198433.845,Kanungu,Kinkizi,Kanungu Tc,Southern Ward,Kyabworo,Western,,
52948,6689.078514,1800330.021,Kanungu,Kinkizi,Kanyantorogo,Nyamigoye,Nyabubare,Western,,
52949,9301.892436,4086627.535,Kanungu,Kinkizi,Katete,Nyakishojwa,Kanyamisinga,Western,,
52950,4956.551372,1218901.868,Kanungu,Kinkizi,Kayonza,Kyeshero,Kangyeyo,Western,,
52951,12651.73019,6920735.244,Kanungu,Kinkizi,Kihiihi,Kibimbiri,Kanyinaburimano,Western,,
52952,5710.725367,1408481.059,Kanungu,Kinkizi,Kihiihi Tc,Nyakatunguru  Ward,Kamutungu,Western,,
52953,6389.439917,1170170.986,Kanungu,Kinkizi,Kinaaba,Mukirwa,Burebane,Western,,
52954,6578.902968,1978365.89,Kanungu,Kinkizi,Kirima,Rutugunda,Kanyankyende,Western,,
52955,9005.505335,3060637.143,Kanungu,Kinkizi,Mpungu,Ngara,Kigaga,Western,,
52956,8524.94716,2812022.599,Kanungu,Kinkizi,Nyakinoni,Karubeizi,Burameizi Fr,Western,,
52957,8232.599802,2524132.129,Kanungu,Kinkizi,Nyamirama,Nyarurambi,Kayenje,Western,,
52958,5451.962607,1504678.575,Kanungu,Kinkizi,Nyanga,Nkunda,Kazinga,Western,,
52959,104951.0016,195642875,Kanungu,Kinkizi,Kihiihi,Kibimbiri,Queen Elizabeth Np,Western,,
52959,104951.0016,195642875,Kanungu,Kinkizi,Kihiihi,Kibimbiri,Queen Elizabeth Np,Western,,
52960,6107.800235,1625859.399,Kanungu,Kinkizi,Rugyeyo,Kayungwe,Rwencuncu,Western,,
52961,7116.89908,2423783.336,Kanungu,Kinkizi,Rutenga,Muramba,Ruhago,Western,,
52962,14299.2068,5375666.744,Kanungu,Kinkizi,Kinaaba,Kiziba,Bugoro,Western,,
52963,9126.719991,3872654.459,Kanungu,Kinkizi,Kinaaba,Kanyamatembe,Kanyagogo,Western,,
52964,9854.635646,2920042.111,Kanungu,Kinkizi,Kinaaba,Kyamukombe,Kyamukombe,Western,,
52965,10248.67997,2221154.261,Kanungu,Kinkizi,Kinaaba,Kamakoma,Runyami,Western,,
52966,5264.743413,967411.9523,Kanungu,Kinkizi,Kinaaba,Kiziba,Kisiiba,Western,,
52967,5181.407241,1227528.104,Kanungu,Kinkizi,Kinaaba,Kiziba,Kisenga,Western,,
52968,8390.1709,2121666.518,Kanungu,Kinkizi,Kinaaba,Kiziba,Kacwamba,Western,,
52969,12729.45638,4477794.424,Kanungu,Kinkizi,Kinaaba,Mukirwa,Ishaya,Western,,
53647,2670.346895,379712.2171,Kasese,Bukonzo,Isango,Kayembe,Mughongo,Western,,
53648,2838.199005,414731.787,Kasese,Bukonzo,Isango,Kayembe,Kayembe Ii,Western,,
53649,12409.45556,2664842.765,Kasese,Busongora,Karusandara,Kyalanga,Kinyayobyo,Western,,
53650,5552.810007,1580842.487,Kasese,Busongora,Karusandara,Kyalanga,Kyalanga,Western,,
53651,8469.516173,3329395.67,Kasese,Busongora,Karusandara,Karusandara,Karusandara,Western,,
53652,3046.837015,545989.603,Kasese,Busongora,Karusandara,Karusandara,Kivengenyi,Western,,
53653,6072.799629,1487070.521,Kasese,Busongora,Karusandara,Karusandara,Kivengenyi,Western,,
53654,5685.565428,1570697.265,Kasese,Busongora,Karusandara,Karusandara,Sebwe,Western,,
53655,7463.219559,2850583.673,Kasese,Busongora,Karusandara,Karusandara,Kabukelo West,Western,,
53656,8981.512564,3972177.153,Kasese,Busongora,Karusandara,Karusandara,Kabukelo East,Western,,
53657,8725.158302,1663051.36,Kasese,Busongora,Karusandara,Karusandara,Kabuga,Western,,
53658,4721.274592,609690.7783,Kasese,Busongora,Karusandara,Karusandara,Kabaka,Western,,
54100,3360.411323,397258.599,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kanyatsi Ii,Western,,
54101,1419.290744,128020.1823,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kathoma Trc,Western,,
54102,2287.976973,207459.9681,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kathembo,Western,,
54103,3330.547347,401361.2903,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kathembo,Western,,
54104,2098.325018,208449.192,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kanyatsi I,Western,,
54105,5108.825144,684280.3422,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kisabu Iii,Western,,
54106,2908.039131,443048.0021,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kisabu Iii,Western,,
54107,1855.480961,163077.4331,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kisabu I,Western,,
54108,3259.947976,277883.6905,Kasese,Bukonzo,Kitholhu,Kanyatsi,Kisabu I,Western,,
54109,2648.236774,245718.7965,Kasese,Bukonzo,Kisinga,Kagando,Rwembyo,Western,,
54110,1609.641382,144505.8924,Kasese,Bukonzo,Kisinga,Kagando,Rwembyo,Western,,
54111,10672.1855,4232345.24,Kasese,Bukonzo,Kisinga,Kagando,Rwembyo,Western,,
54553,4697.146183,799318.4488,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kemihoko,Western,,
54554,2215.582386,263277.1055,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kigoro Ii,Western,,
54555,1099.135548,72138.60519,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kigoro Ii,Western,,
54556,2087.336408,159125.1672,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kigoro Ii,Western,,
54557,1461.205763,111392.3347,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kigoro Ii,Western,,
54558,4879.676827,532331.6927,Kasese,Kasese Municipality,Nyamwamba Division,Rukoki,Kigoro Ii,Western,,
54559,3907.359341,520020.992,Kasese,Kasese Municipality,Nyamwamba Division,Scheme,Sebwe,Western,,
54560,3572.714466,606709.1603,Kasese,Kasese Municipality,Nyamwamba Division,Scheme,Phase I B,Western,,
54561,3710.87902,798447.4234,Kasese,Kasese Municipality,Nyamwamba Division,Scheme,Phase I B,Western,,
54562,3670.967581,736543.847,Kasese,Kasese Municipality,Nyamwamba Division,Scheme,Sebwe,Western,,
54563,13377.93458,6152195.239,Kasese,Kasese Municipality,Nyamwamba Division,Scheme,Phase I A,Western,,
54925,12183.42812,7928835.383,Kibaale,Bugangaizi,Nkooko,Isunga,Mugabi,Western,,
54926,9293.82123,4012021.741,Kibaale,Bugangaizi,Nkooko,Isunga,Nyabingola,Western,,
54927,9695.209625,4038433.426,Kibaale,Bugangaizi,Nkooko,Isunga,Isunga,Western,,
54928,13582.43631,8105518.998,Kibaale,Bugangaizi,Nkooko,Isunga,Isunga,Western,,
54929,7013.33766,2214612.465,Kibaale,Bugangaizi,Nkooko,Kibijjo,Tuhumwtre,Western,,
54930,9570.940736,4776644.13,Kibaale,Bugangaizi,Nkooko,Kibijjo,Kikonko,Western,,
54931,8823.968025,3988737.578,Kibaale,Bugangaizi,Nkooko,Kibijjo,Murama,Western,,
54932,9627.726186,2714428.464,Kibaale,Bugangaizi,Nkooko,Kibijjo,Kibijjo,Western,,
54933,12171.61997,5614760.64,Kibaale,Bugangaizi,Nkooko,Kibijjo,Katehe,Western,,
54934,8021.827392,2053809.596,Kibaale,Bugangaizi,Nkooko,Kyabakamba,Kyabakamba,Western,,
54935,9262.990011,2991351.234,Kibaale,Bugangaizi,Nkooko,Kyabakamba,Wabitaama,Western,,
54936,9447.01601,3581469.736,Kibaale,Bugangaizi,Bwanswa,Nkondo,Bukuumi,Western,,
54937,7622.119005,2538206.023,Kibaale,Bugangaizi,Bwanswa,Nkondo,Kijolya Kaiso,Western,,
55568,7430.357862,2969917.126,Kibaale,Buyaga,Mpeefu,Rubirizi,Rubirizi B,Western,,
55569,6561.24076,1140847.231,Kibaale,Buyaga,Mpeefu,Rubirizi,Kandora,Western,,
55570,9412.419156,3288085.518,Kibaale,Buyaga,Mpeefu,Rubirizi,Wabinyama,Western,,
55571,3525.239808,487669.9123,Kibaale,Buyaga,Mpeefu,Rubirizi,Nyakatojo,Western,,
55572,4920.176536,1057153.645,Kibaale,Buyaga,Mpeefu,Rubirizi,Rwensenene,Western,,
55573,10936.56545,5178187.063,Kibaale,Buyaga,Mpeefu,Rubirizi,Nyakatojo,Western,,
55574,9419.371312,3823752.009,Kibaale,Buyaga,Mpeefu,Rubirizi,Wabinyama,Western,,
55575,9026.421595,2034080.356,Kibaale,Buyaga,Mpeefu,Rubirizi,Waihembe,Western,,
55576,9620.115889,2134163.961,Kibaale,Buyaga,Mpeefu,Rubirizi,Waihembe,Western,,
55577,4318.576239,918928.4895,Kibaale,Buyaga,Mpeefu,Rubirizi,Mutuule,Western,,
55578,9962.985913,4874683.415,Kibaale,Buyaga,Mpeefu,Rubirizi,Kijuru,Western,,
55579,13219.9292,5817272.818,Kibaale,Buyaga,Mpeefu,Rubirizi,Kijuru,Western,,
55580,9488.416495,2900949.01,Kibaale,Buyaga,Mpeefu,Mugyenza,Rugambwa,Western,,
55581,7495.216664,1743303.084,Kibaale,Buyaga,Ndaiga,Nyamasoga,Sangarao,Western,,
55903,4439.24921,843049.104,Kibaale,Buyaga,Kyenzige,Kyenzige,Kyenzige A,Western,,
55904,8277.923118,2259230.514,Kibaale,Buyaga,Kyenzige,Kyenzige,Kigoye,Western,,
55905,6057.679709,1207038.728,Kibaale,Buyaga,Kyenzige,Kyenzige,Maisangwe,Western,,
55906,5716.12713,912594.9648,Kibaale,Buyaga,Kyenzige,Kyenzige,Kyenzige A,Western,,
55907,4187.357342,994759.4605,Kibaale,Buyaga,Kyenzige,Nyabuhikye,Kyeicumu,Western,,
55908,6038.90101,2047890.849,Kibaale,Buyaga,Kyenzige,Nyabuhikye,Kyeganywa,Western,,
55909,8242.820031,3247826.659,Kibaale,Buyaga,Kyenzige,Nyabuhikye,Kasokero A,Western,,
55910,5618.249544,1720717.029,Kibaale,Buyaga,Kyenzige,Nyabuhikye,Kyabakonga,Western,,
55911,3926.244954,779132.1463,Kibaale,Buyaga,Kyanaisoke,Kyanaisoke,Kankwanzi,Western,,
55912,5409.690009,1780723.185,Kibaale,Buyaga,Kyanaisoke,Kahunde,Kisinsima,Western,,
55913,6095.61496,1984469.5,Kibaale,Buyaga,Mabaale,Kyamasega,Kahumuza A,Western,,
55914,7148.592521,1627959.908,Kibaale,Buyaga,Mabaale,Kihuura,Kamurandu,Western,,
55915,6806.385837,2597873.113,Kibaale,Buyaga,Kyenzige,Kitema,Munsenyi A,Western,,
